,Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Flag
0,2,Afghanistan,22008.0,Gross Domestic Product,6109.0,Value Local Currency,1970.0,1970.0,millions,X
1,3,Albania,22014.0,Gross Domestic Product per capita,6110.0,Value US$,1971.0,1971.0,%,Fc
2,4,Algeria,22015.0,Gross Fixed Capital Formation,6114.0,"Value Local Currency, 2005 prices",1972.0,1972.0,,FC
3,6,Andorra,22016.0,"Value Added (Agriculture, Forestry and Fishing)",6166.0,"Value Local Currency, 2010 prices",1973.0,1973.0,US$,A
4,7,Angola,22075.0,Value Added (Total Manufacturing),6108.0,"Value US$, 2005 prices",1974.0,1974.0,,
5,258,Anguilla,22011.0,Gross National Income,6167.0,"Value US$, 2010 prices",1975.0,1975.0,,
6,8,Antigua and Barbuda,22039.0,Gross National Income per capita,6155.0,Annual growth Local Currency,1976.0,1976.0,,
7,9,Argentina,22076.0,"Value Added (Manufacture of food, beverages and tobacco products)",6170.0,"Annual growth, Local Currency, 2010 prices",1977.0,1977.0,,
8,1,Armenia,22077.0,Value Added (Manufacture of food and beverages),6129.0,Annual growth US$,1978.0,1978.0,,
9,22,Aruba,22078.0,Value Added (Manufacture of tobacco products),6171.0,"Annual growth, US$, 2010 prices",1979.0,1979.0,,
10,10,Australia,22010.0,Value Added (Agriculture),6119.0,Share of GDP in US$,1980.0,1980.0,,
11,11,Austria,22071.0,"Gross Output (Agriculture, Forestry and Fishing)",6107.0,"Share of GDP, US$, 2010 prices",1981.0,1981.0,,
12,52,Azerbaijan,22073.0,Gross Output (Agriculture),6103.0,Share of GDP in Local Currency,1982.0,1982.0,,
13,12,Bahamas,,,6169.0,"Share of GDP, Local Currency, 2010 prices",1983.0,1983.0,,
14,13,Bahrain,,,6157.0,"Share of Value Added (Agriculture, Forestry and Fishing)",1984.0,1984.0,,
15,16,Bangladesh,,,6168.0,Share of total manufacturing,1985.0,1985.0,,
16,14,Barbados,,,6163.0,"Share of Gross Output (Agriculture, Forestry and Fisheries)",1986.0,1986.0,,
17,57,Belarus,,,6143.0,,1987.0,1987.0,,
18,255,Belgium,,,6164.0,,1988.0,1988.0,,
19,23,Belize,,,,,1989.0,1989.0,,
20,53,Benin,,,,,1990.0,1990.0,,
21,17,Bermuda,,,,,1991.0,1991.0,,
22,18,Bhutan,,,,,1992.0,1992.0,,
23,19,Bolivia (Plurinational State of),,,,,1993.0,1993.0,,
24,80,Bosnia and Herzegovina,,,,,1994.0,1994.0,,
25,20,Botswana,,,,,1995.0,1995.0,,
26,21,Brazil,,,,,1996.0,1996.0,,
27,239,British Virgin Islands,,,,,1997.0,1997.0,,
28,26,Brunei Darussalam,,,,,1998.0,1998.0,,
29,27,Bulgaria,,,,,1999.0,1999.0,,
30,233,Burkina Faso,,,,,2000.0,2000.0,,
31,29,Burundi,,,,,2001.0,2001.0,,
32,35,Cabo Verde,,,,,2002.0,2002.0,,
33,115,Cambodia,,,,,2003.0,2003.0,,
34,32,Cameroon,,,,,2004.0,2004.0,,
