Report generated on: 03-01-2022 09:39:51
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.57-4-IRN-TBPD.A","        Iran","796.7","714.6","1623.2","1811.296","1512.205","1545.147","1454","1710","1761.505","2078.197","2209.041","2431.138","2583.068","2652.412","2541.47","2536.792","2527.227","2402.453","2348.576","2147.811","2389.61","2149.779","2106.361","2493.28","2577.479","2400.327","2512.404","2492.4","2412.007","2235.421","2269.04","2328.156","1455.292","1086.4","1084.3","1112.751","2312.779","2530.531","2230.938","",""
"INTL.57-4-IRQ-TBPD.A","        Iraq","2467.93","787.052","819.348","686.046","843.906","1058.637","1343.578","1717","2095","2260","1596","39","60.7","59.2","60","63.5","88.1","746.6","1563.275","2077.302","2051.783","1845.795","1515.694","907.311","1477.979","1420.313","1487.842","1636.822","1835.364","1901.97","1890.43","2163.258","2414.077","2363.305","2517.589","2990.37","3915.619","3914.067","3975.824","",""
"INTL.57-4-IRL-TBPD.A","        Ireland","0","0","0","0","0","2.1","0","0.404","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.757","1.716","0","0","0","0","0","0","1.858","0.787","0","0","0","0","0","5.9","0","0.84","3.965"
"INTL.57-4-ISR-TBPD.A","        Israel","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-4-ITA-TBPD.A","        Italy","0","0","0","0","0","0","0","15.063","13.089","13.973","17.345","11.186","4.954","8.481","8.965","2.948","1.832","4.442","2.019","0","0","0","0","13.629","16.507","19.803","18.552","28.969","23.943","12.444","8.51","14.323","18.44","12.147","11.885","14.316","12.6","14.074","10.136","0","3.545"
"INTL.57-4-JAM-TBPD.A","        Jamaica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-JPN-TBPD.A","        Japan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-4-JOR-TBPD.A","        Jordan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-KAZ-TBPD.A","        Kazakhstan","--","--","--","--","--","--","--","--","--","--","--","--","272.632","320.632","184.808","202.985","231.14","332.285","362.496","469.243","588.4","669.58","799","863.3","1003.9","1070.456","1145.026","1215.619","1211.845","1359.535","1382.853","1385.451","1362.912","1381.2","1367.822","1271.62","1354.709","1510.184","1531.601","",""
"INTL.57-4-KEN-TBPD.A","        Kenya","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-KIR-TBPD.A","        Kiribati","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-XKS-TBPD.A","        Kosovo","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-KWT-TBPD.A","        Kuwait","1296.5","813.8","368.8","544.4","658","475.9","756","607","698","850","645","85","695.6","1440","1263.5","1186.4","1224.2","1134.2","1190","948.2","1230.7","1214.1","979.555","1242.9","1414.9","1650.8","1723.4","1612.88","1738.54","1348.25","1490.931","1816.11","2070","2058.46","1994.84","1963.81","1859.305","1733.813","1837.918","",""
"INTL.57-4-KGZ-TBPD.A","        Kyrgyzstan","--","--","--","--","--","--","--","--","--","--","--","--","2.26","1.76","1.76","0.509","0.422","0.8","0","0","0","0","0","0","0","0","0","0.039","0.041","1.054","0.121","0.061","0.034","0.042","0.049","0.135","0.137","0.393","1.375","",""
"INTL.57-4-LAO-TBPD.A","        Laos","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-LVA-TBPD.A","        Latvia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-4-LBN-TBPD.A","        Lebanon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-LSO-TBPD.A","        Lesotho","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-LBR-TBPD.A","        Liberia","0","0","0","0","0","0","0","0","0","0","2.501","5.002","9.078","9.977","8.019","4.848","1.677","1.64","1.226","2.164","2.664","2.926","3.327","1.499","2.316","2.249","10.123","1.598","8.923","7.905","4.418","1.664","2.359","1.18","0","0","0","0","0","",""
"INTL.57-4-LBY-TBPD.A","        Libya","1706.446","1089.927","999.232","950.414","936.816","855.696","936.735","771.291","846.169","856.773","1091.762","1218.247","1165.552","1098.782","1077.711","1113.039","1097.008","1042.633","1136.683","934.485","986.968","962.556","961.55","1083.527","1221.065","1321.3","1374.304","1441.679","1428.969","1290.062","1260.663","296.186","1195.56","629.68","357.577","270.191","392.469","841.083","1067.387","",""
"INTL.57-4-LTU-TBPD.A","        Lithuania","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0.16","2.46","3.86","5.3","4.56","6.22","7.02","2.48","5.76","3.86","2.96","2.3","3.1","2.58","2.26","2.22","1.6","1.58","1.34","1.26","1.01","1.05","0.848","0.909","0.757","0.741"
"INTL.57-4-LUX-TBPD.A","        Luxembourg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-4-MAC-TBPD.A","        Macau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-MDG-TBPD.A","        Madagascar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-MWI-TBPD.A","        Malawi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-MYS-TBPD.A","        Malaysia","239.991","214.278","252.965","300.481","356.8","362.3","382.216","380.865","415.423","446.383","445.721","468.823","458.248","434.784","390.879","389.594","367.553","351.859","388.749","388.065","350.541","375.773","377.483","397.641","380.418","376.481","352.586","338.086","310.684","344.128","347.911","243.636","247.038","229.949","248.728","333.698","335.198","302.768","303.647","",""
"INTL.57-4-MDV-TBPD.A","        Maldives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-MLI-TBPD.A","        Mali","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-MLT-TBPD.A","        Malta","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-MTQ-TBPD.A","        Martinique","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-MRT-TBPD.A","        Mauritania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24.606","13.648","13.48","11.329","9.921","5.58","7.088","6.742","5.96","5.308","4.836","4.836","4.836","",""
"INTL.57-4-MUS-TBPD.A","        Mauritius","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-MEX-TBPD.A","        Mexico","918.25","1225.419","1666.832","1717.573","1704.947","1602.682","1439.189","1505.418","1459.099","1427.054","1405.974","1511.335","1507.165","1481.269","1435.373","1429.194","1614.775","1814.837","1835.15","1677.19","1844.735","1872.586","1955.776","2114.12","2117.969","2021.419","2001.692","1808.194","1505.312","1311.739","1445.974","1420.714","1332.661","1270.305","1207.933","1210.134","1277.07","1264.147","1283.309","1150.781","1191.586"
"INTL.57-4-FSM-TBPD.A","        Micronesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","NA","","NA"
"INTL.57-4-MDA-TBPD.A","        Moldova","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-MNG-TBPD.A","        Mongolia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.18","0.2","0.38","0.5","0.6","0.54","0.92","2.22","2.9","5.32","5.68","7","9.78","14.36","18.86","22.28","21.9","20.58","14.65","",""
"INTL.57-4-MNE-TBPD.A","        Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-MSR-TBPD.A","        Montserrat","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-MAR-TBPD.A","        Morocco","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-MOZ-TBPD.A","        Mozambique","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.26","0.42","0.5","0.5","0.56","0.54","0.6","0.62","0.7","0.98","1.18","0","0","0","0","",""
"INTL.57-4-NAM-TBPD.A","        Namibia","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0","0.001","0.001","0.002","0.003","0.007","0.006","0.01","0.032","0.038","0.002","0.001","0","0","0","0","",""
"INTL.57-4-NRU-TBPD.A","        Nauru","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-NPL-TBPD.A","        Nepal","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-NLD-TBPD.A","        Netherlands","0","0","0","2.039","8.115","29.076","25.341","18.475","17.821","20.555","27.562","23.786","19.673","16.658","30.126","31.822","24.426","15.103","7.976","8.258","6.504","8.319","18.516","25.987","23.238","20.293","13.145","17.688","18.908","13.508","11.55","7.632","10.189","10.984","12.398","5.896","6.583","8.884","8.763","7.634","7.65"
"INTL.57-4-NLDA-TBPD.A","        Netherlands Antilles","19.581","9.781","11.737","12.774","3.912","1.956","1.956","10.798","11.737","9.781","13.693","13.693","10.759","18.29","19.464","19.757","19.953","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-NCL-TBPD.A","        New Caledonia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-NZL-TBPD.A","        New Zealand","0","0","0","0","0","6.118","3.695","2.019","6.363","8.783","17.769","19.889","17.861","21.1","22.716","19.303","24.667","33.801","31.075","28.45","24.506","25.603","22.07","18.132","14.539","12.559","13.629","32.468","51.207","45.936","47.289","41.11","35.501","29.561","33.902","34.75","30.348","27.037","21.605","21.602","17.924"
"INTL.57-4-NIC-TBPD.A","        Nicaragua","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-NER-TBPD.A","        Niger","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.173","5.841","18.028","14.862","19.746","22.915","7.693","3.184","3.098","3.011","0.645","4.184","2.51","0.836","0","0","0","1.007","0","0","0","0","0","0","",""
"INTL.57-4-NGA-TBPD.A","        Nigeria","1938.087","1255.521","1059.912","1003.294","1155.267","1331.052","1270.294","1106.864","1183.846","1515.09","1523.434","1583.225","1632.053","1649.263","1632.858","1670.488","1907.318","2055.119","1886.3","1844.505","2086.055","2069.603","1797.339","2158.539","2368.81","2299.661","2211.852","2152.1","1961.286","2071.456","2321.521","2222.301","2287.508","2027.859","2120.096","2114.219","1847.376","1906.074","1889.062","",""
"INTL.57-4-NIU-TBPD.A","        Niue","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-PRK-TBPD.A","        North Korea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-MKD-TBPD.A","        North Macedonia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-MNP-TBPD.A","        Northern Mariana Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","NA","","NA"
"INTL.57-4-NOR-TBPD.A","        Norway","400.719","370.075","375.204","484.34","578.102","623.441","697.141","822.351","941.165","1284.5","1344.813","1630.89","1841.735","1991.737","2259.824","2478.521","2795.667","2833.331","2713.755","2696.007","2894.92","2978.651","2821.721","2681.004","2504.652","2257.865","2019.885","1989.113","1838.453","1775.746","1599.956","1454.717","1314.035","1225.681","1293.728","1311.315","1398.362","1354.384","1242.501","1253.6","1493.658"
"INTL.57-4-OMN-TBPD.A","        Oman","286.9","328.765","334.7","362.9","379.7","463.5","513.557","539.916","570.5","591.78","626.424","641.506","687.478","729.847","740.872","781.129","812.225","837.679","827.002","846.05","890.499","870.597","838.859","763.028","720.914","724.133","655.547","608.209","598.152","663.155","730.57","742.084","768.417","838.167","804.25","832.015","879.508","806.027","778.989","",""
"INTL.57-4-PAK-TBPD.A","        Pakistan","0","0","0","0","0","0","0","0","0","2.882","5.462","6.848","7.39","8.937","5.844","6.165","5.788","4.64","4.559","8.716","7.13","8.696","4.82","2.209","0.821","0","0","0","0","0","0","0","0","1.346","9.519","6.185","3.893","7.87","7.788","",""
"INTL.57-4-PSE-TBPD.A","        Palestinian Territories","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-PAN-TBPD.A","        Panama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-PNG-TBPD.A","        Papua New Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60.255","55.76","60.319","",""
"INTL.57-4-PRY-TBPD.A","        Paraguay","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-PER-TBPD.A","        Peru","47.343","42.146","42.166","22.961","20.301","25.62","13.297","3.106","5.075","0.995","2.984","1.035","0.853","0","0","28.117","37.355","45.617","42.998","29.132","13.663","18.779","21.519","29.011","16.728","12.952","23.956","27.508","18.129","19.164","19.002","16.343","15.673","14.739","15.571","7.999","2.327","1.583","6.514","",""
"INTL.57-4-PHL-TBPD.A","        Philippines","0","0","0","0","0","0","0","0","0","0","0","0","6.502","5.694","3.635","1.898","0.014","0.136","0.257","0.129","0.488","0.848","9.187","13.428","12.176","15.406","14.154","15.891","16.739","20.192","18.799","18.758","15.124","13.872","17.668","15.588","14.57","13.013","12.414","",""
"INTL.57-4-POL-TBPD.A","        Poland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0","0","0","2.598","8.884","10.035","3.251","2.779","4.361","5.694","5.815","4.974","4.563","4.26","5.896","4.249","8.137","8.481","5.129","4.523","4.442","5.977","4.938","3.965"
"INTL.57-4-PRT-TBPD.A","        Portugal","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-4-PRI-TBPD.A","        Puerto Rico","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-QAT-TBPD.A","        Qatar","465.473","389.627","321.613","272.788","339.511","278.832","304.12","233.997","257.853","332.336","339.389","331.623","357.686","338.028","320.164","324.471","357.278","431.923","557.744","566.214","605.519","608.893","562.184","582.92","692.515","685.371","679.065","669.574","734.223","635.59","624.084","627.483","625.735","610.441","613.104","545.708","1214.544","1163.804","1264.4","",""
"INTL.57-4-REU-TBPD.A","        Reunion","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","0","0","0","",""
"INTL.57-4-ROU-TBPD.A","        Romania","0","0","0","0","0","0","0","0","0","0","0","0","0.039","0.092","0.063","0.033","0.295","0.059","0.236","0.577","0.385","0.398","0.642","0.886","1.254","1.622","1.521","0.974","1.203","1.021","0.978","0.937","0.974","1.203","1.021","0.978","1.881","2","1.439","",""
"INTL.57-4-RUS-TBPD.A","        Russia","--","--","--","--","--","--","--","--","--","--","--","--","2844.109","2549.318","2531.228","2476.938","2534.975","2552.004","2741.192","2713.999","2986.067","3276.258","3837.251","4565.688","5190.849","5094.81","5037.376","5178.935","4843.359","4997.259","4990.569","4942.769","4759.196","4700.276","4499.658","4937.314","5079.908","5040.462","5195.987","",""
"INTL.57-4-RWA-TBPD.A","        Rwanda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-SHN-TBPD.A","        Saint Helena","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-KNA-TBPD.A","        Saint Kitts and Nevis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-LCA-TBPD.A","        Saint Lucia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-SPM-TBPD.A","        Saint Pierre and Miquelon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-VCT-TBPD.A","        Saint Vincent/Grenadines","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-WSM-TBPD.A","        Samoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-STP-TBPD.A","        Sao Tome and Principe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-SAU-TBPD.A","        Saudi Arabia","9266.295","9076.303","5674.161","4044.505","3457.714","2242.549","3548.685","2594.508","3282.941","3461.642","4726.176","6576.327","6613.051","6462.491","6226.251","6283.369","6107.682","6143.096","6226.717","5855.161","6248.538","6036.997","5362.693","6449.33","6897.773","7298.067","7060.891","6908.886","7104.545","5976.539","5979.241","7076.527","7396.81","7553.337","7119.58","7241.955","7599.336","7120.41","7340.811","",""
"INTL.57-4-SEN-TBPD.A","        Senegal","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.79","0.896","0.001","0.177","2.024","1.521","2.059","3.54","2.793","4.805","2.245","3.58","2.778","1.977","0.991","0.005","0.019","1.21","0.42","0.367","0","0","0","",""
"INTL.57-4-SRB-TBPD.A","        Serbia","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0.183","0.128","0.183","",""
"INTL.57-4-SYC-TBPD.A","        Seychelles","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-SLE-TBPD.A","        Sierra Leone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-SGP-TBPD.A","        Singapore","6.806","1.007","5.558","9.364","6.685","4.007","3.705","2.101","0.497","2.564","0.382","0.02","0.441","0.883","1.325","0.12","1.262","2.711","0.02","0.882","0.502","0.121","2.377","1.199","0.02","3.343","3.846","1.893","6.786","11.679","9.464","6.425","7.371","8.351","11.538","14.881","14.68","15.4","12.97","",""
"INTL.57-4-SVK-TBPD.A","        Slovakia","--","--","--","--","--","--","--","--","--","--","--","--","--","0.323","0","0","0","0","0","0.485","0.302","0.343","0.283","0.343","2.175","0.666","0.565","0.444","0.946","0.303","0.262","0.303","0.242","0.202","0.182","0.202","0.182","1.131","0.101","0.056","0"
"INTL.57-4-SVN-TBPD.A","        Slovenia","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-4-SLB-TBPD.A","        Solomon Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-SOM-TBPD.A","        Somalia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-ZAF-TBPD.A","        South Africa","0","0","0","0","0","0","0","0","0","0","0","0","1.7","6.26","4.06","1.74","0.04","6.828","13.616","9.561","8.057","5.382","2.129","0.68","0.996","0.217","9.76","6.121","2.602","5.359","3.334","6.041","3.8","0.505","3.293","5.531","9.021","9.046","9.046","",""
"INTL.57-4-KOR-TBPD.A","        South Korea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-4-SSD-TBPD.A","        South Sudan","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","31","98.76","154.98","147.26","152","116.42","126.52","",""
"INTL.57-4-ESP-TBPD.A","        Spain","0","0","0","0","0.081","1.454","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-4-LKA-TBPD.A","        Sri Lanka","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-SDN-TBPD.A","        Sudan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.44","132.44","153.94","178.92","206.22","234.86","235.72","251.4","374.04","367.82","370.7","362.3","362.9","45.18","53.142","55.059","38.687","6.841","6.3","12.86","",""
"INTL.57-4-SUR-TBPD.A","        Suriname","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-SWE-TBPD.A","        Sweden","1.772","0.081","1.595","0","0","1.898","2.686","2.827","2.437","2.807","0","1.696","0.02","0.101","0","5.23","0","0","0","0","0","0","0","0","0","0","0","0.666","0","0","0","0.666","0.584","0","0","0","0","14.571","0","5.081","1.001"
"INTL.57-4-CHE-TBPD.A","        Switzerland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.57-4-SYR-TBPD.A","        Syria","119.052","103.856","99.639","109.908","96.079","83.298","58.858","82.199","135.31","192.932","231.969","237.452","272.492","339.489","341.638","368.93","349.337","336.417","334.85","353.487","332.133","393.872","488.037","358.347","227.971","204.818","162.103","153.388","156.814","144.029","163.429","107.078","3.308","2.285","1.261","0","0","0","0","",""
"INTL.57-4-TWN-TBPD.A","        Taiwan","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-TJK-TBPD.A","        Tajikistan","--","--","--","--","--","--","--","--","--","--","--","--","0","0.001","0.2","0","0","0","0.098","0.117","0.065","0.06","0.114","0.073","0.08","0.102","0.121","0.06","0.04","0.08","0.08","0","0","0.08","0.068","0.068","0","0","0","",""
"INTL.57-4-TZA-TBPD.A","        Tanzania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.57-4-THA-TBPD.A","        Thailand","0","0","0","0","0","0","0","0","0","16.837","18.076","20.339","17.293","12.158","19.833","15.358","18.025","25.4","22.182","21.256","30.161","36.69","48.9","60.809","56.617","65.769","66.673","49.964","47.825","42.976","29.541","32.533","41.096","27.292","11.124","2.302","30.879","32.687","28.621","",""
"INTL.57-4-BHS-TBPD.A","        The Bahamas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.083","2.552","3.567","1.799","1.178","1.802","0.982","0.316","2.604","4.893","0.796","0","0","0","1.521","0","0.039","2.533","5.026","4.441","5.947","3.658","0","0","0","",""
"INTL.57-4-TLS-TBPD.A","        Timor-Leste","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","1.925","3.051","0.101","0.079","0.1","0.096","0.702","0.759","12.838","12.457","1.149","13.476","49.24","40.32","32.907","",""
